words,pos,chunk,labels,sentence_id
.,_,O,O,1851
In,_,O,O,1852
the,_,O,O,1852
decade,_,O,O,1852
since,_,O,O,1852
the,_,O,O,1852
creation,_,O,O,1852
of,_,O,O,1852
the,_,O,O,1852
UNGPs,_,O,O,1852
",",_,O,O,1852
little,_,O,O,1852
academic,_,O,O,1852
research,_,O,O,1852
has,_,O,O,1852
focussed,_,O,O,1852
specifically,_,O,O,1852
on,_,O,O,1852
the,_,O,O,1852
corporate,_,O,O,1852
implementation,_,O,O,1852
of,_,O,O,1852
human,_,O,O,1852
rights,_,O,O,1852
.,_,O,O,1852
Drawing,_,O,O,1853
on,_,O,O,1853
qualitative,_,O,O,1853
case,_,O,O,1853
studies,_,O,O,1853
of,_,O,O,1853
two,_,O,O,1853
multinational,_,O,O,1853
corporations—an,_,O,O,1853
oil,_,O,O,1853
and,_,O,O,1853
gas,_,O,O,1853
company,_,O,O,1853
and,_,O,O,1853
a,_,O,O,1853
bank—this,_,O,O,1853
paper,_,O,O,1853
unpacks,_,O,O,1853
how,_,O,O,1853
human,_,O,O,1853
rights,_,O,O,1853
are,_,O,O,1853
translated,_,O,O,1853
into,_,O,O,1853
the,_,O,O,1853
corporate,_,O,O,1853
context,_,O,O,1853
.,_,O,O,1853
In,_,O,O,1854
doing,_,O,O,1854
so,_,O,O,1854
",",_,O,O,1854
the,_,O,O,1854
paper,_,O,O,1854
focuses,_,O,O,1854
on,_,O,O,1854
the,_,O,O,1854
“,_,O,O,1854
resonance,_,O,O,1854
dilemma,_,O,O,1854
”,_,O,O,1854
translators,_,O,O,1854
encounter,_,O,O,1854
",",_,O,O,1854
the,_,O,O,1854
strategies,_,O,O,1854
used,_,O,O,1854
to,_,O,O,1854
make,_,O,O,1854
human,_,O,O,1854
rights,_,O,O,1854
understandable,_,O,O,1854
and,_,O,O,1854
palatable,_,O,O,1854
",",_,O,O,1854
and,_,O,O,1854
the,_,O,O,1854
difficulties,_,O,O,1854
that,_,O,O,1854
emerge,_,O,O,1854
from,_,O,O,1854
this,_,O,O,1854
process,_,O,O,1854
.,_,O,O,1854
We,_,O,O,1855
contend,_,O,O,1855
that,_,O,O,1855
the,_,O,O,1855
process,_,O,O,1855
of,_,O,O,1855
making,_,O,O,1855
human,_,O,O,1855
rights,_,O,O,1855
understandable,_,O,O,1855
and,_,O,O,1855
manageable,_,O,O,1855
can,_,O,O,1855
change,_,O,O,1855
their,_,O,O,1855
form,_,O,O,1855
and,_,O,O,1855
content,_,O,O,1855
",",_,O,O,1855
which,_,O,O,1855
may,_,O,O,1855
act,_,O,O,1855
as,_,O,O,1855
an,_,O,O,1855
obstacle,_,O,O,1855
to,_,O,O,1855
human,_,O,O,1855
rights,_,O,O,1855
realisation,_,O,O,1855
and,_,O,O,1855
corporate,_,O,O,1855
accountability,_,O,O,1855
for,_,O,O,1855
human,_,O,O,1855
rights,_,O,O,1855
.,_,O,O,1855
©,_,O,O,1855
2022,_,O,O,1855
",",_,O,O,1855
The,_,O,O,1855
Author,_,O,O,1855
(,_,O,O,1855
s,_,O,O,1855
),_,O,O,1855
.,_,O,O,1855
This,_,O,O,1856
study,_,O,O,1856
investigates,_,O,O,1856
whether,_,O,O,1856
firms,_,O,O,1856
with,_,O,O,1856
fraudulent,_,O,O,1856
financial,_,O,O,1856
reporting,_,O,O,1856
time,_,O,O,1856
their,_,O,O,1856
earnings,_,O,O,1856
announcements,_,O,O,1856
strategically,_,O,O,1856
and,_,O,O,1856
finds,_,O,O,1856
that,_,O,O,1856
fraudulent,_,O,O,1856
firms,_,O,O,1856
are,_,O,O,1856
more,_,O,O,1856
likely,_,O,O,1856
to,_,O,O,1856
disclose,_,O,O,1856
their,_,O,O,1856
earnings,_,O,O,1856
in,_,O,O,1856
the,_,O,O,1856
after-market,_,O,O,1856
hours,_,O,O,1856
during,_,O,O,1856
their,_,O,O,1856
fraud,_,O,O,1856
periods,_,O,O,1856
to,_,O,O,1856
postpone,_,O,O,1856
fraud,_,O,O,1856
detection,_,O,O,1856
.,_,O,O,1856
Cross-sectional,_,O,O,1857
tests,_,O,O,1857
show,_,O,O,1857
that,_,O,O,1857
firms,_,O,O,1857
with,_,O,O,1857
lower,_,O,O,1857
visibility,_,O,O,1857
are,_,O,O,1857
more,_,O,O,1857
likely,_,O,O,1857
to,_,O,O,1857
adopt,_,O,O,1857
and,_,O,O,1857
benefit,_,O,O,1857
from,_,O,O,1857
this,_,O,O,1857
timing,_,O,O,1857
strategy,_,O,O,1857
.,_,O,O,1857
In,_,O,O,1858
addition,_,O,O,1858
",",_,O,O,1858
fraudulent,_,O,O,1858
firms,_,O,O,1858
are,_,O,O,1858
found,_,O,O,1858
to,_,O,O,1858
time,_,O,O,1858
their,_,O,O,1858
conference,_,O,O,1858
calls,_,O,O,1858
strategically,_,O,O,1858
and,_,O,O,1858
package,_,O,O,1858
their,_,O,O,1858
earning,_,O,O,1858
news,_,O,O,1858
with,_,O,O,1858
forecasts,_,O,O,1858
to,_,O,O,1858
flood,_,O,O,1858
the,_,O,O,1858
market,_,O,O,1858
with,_,O,O,1858
information,_,O,O,1858
and,_,O,O,1858
lower,_,O,O,1858
the,_,O,O,1858
fraud,_,O,O,1858
detection,_,O,O,1858
rate,_,O,O,1858
.,_,O,O,1858
Results,_,O,O,1859
also,_,O,O,1859
show,_,O,O,1859
that,_,O,O,1859
unethical,_,O,O,1859
managers,_,O,O,1859
may,_,O,O,1859
benefit,_,O,O,1859
from,_,O,O,1859
insider,_,O,O,1859
trading,_,O,O,1859
when,_,O,O,1859
their,_,O,O,1859
firms,_,O,O,1859
use,_,O,O,1859
a,_,O,O,1859
timing,_,O,O,1859
strategy,_,O,O,1859
to,_,O,O,1859
lower,_,O,O,1859
the,_,O,O,1859
detection,_,O,O,1859
rate,_,O,O,1859
.,_,O,O,1859
This,_,O,O,1860
study,_,O,O,1860
sheds,_,O,O,1860
light,_,O,O,1860
on,_,O,O,1860
a,_,O,O,1860
potential,_,O,O,1860
strategy,_,O,O,1860
that,_,O,O,1860
unethical,_,O,O,1860
managers,_,O,O,1860
may,_,O,O,1860
adopt,_,O,O,1860
to,_,O,O,1860
camouflage,_,O,O,1860
their,_,O,O,1860
fraudulent,_,O,O,1860
financial,_,O,O,1860
reporting,_,O,O,1860
.,_,O,O,1860
These,_,O,O,1861
results,_,O,O,1861
are,_,O,O,1861
robust,_,O,O,1861
to,_,O,O,1861
a,_,O,O,1861
variety,_,O,O,1861
of,_,O,O,1861
settings,_,O,O,1861
of,_,O,O,1861
samples,_,O,O,1861
and,_,O,O,1861
model,_,O,O,1861
specifications,_,O,O,1861
.,_,O,O,1861
©,_,O,O,1861
2022,_,O,O,1861
",",_,O,O,1861
The,_,O,O,1861
Author,_,O,O,1861
(,_,O,O,1861
s,_,O,O,1861
),_,O,O,1861
",",_,O,O,1861
under,_,O,O,1861
exclusive,_,O,O,1861
licence,_,O,O,1861
to,_,O,O,1861
Springer,_,O,O,1861
Nature,_,O,O,1861
B.V,_,O,O,1861
.,_,O,O,1861
Humanitarian,_,O,B-THE,1862
social,_,O,I-THE,1862
enterprises,_,O,I-THE,1862
(,_,O,O,1862
HSEs,_,O,I-THE,1862
),_,O,O,1862
are,_,O,O,1862
facing,_,O,O,1862
mounting,_,O,O,1862
pressure,_,O,O,1862
to,_,O,O,1862
incorporate,_,O,O,1862
social,_,O,O,1862
innovation,_,O,O,1862
into,_,O,O,1862
their,_,O,O,1862
practice,_,O,O,1862
.,_,O,O,1862
This,_,O,O,1863
study,_,O,O,1863
thus,_,O,O,1863
identifies,_,O,O,1863
how,_,O,O,1863
HSEs,_,O,O,1863
leverage,_,O,O,1863
organizational,_,O,O,1863
capabilities,_,O,O,1863
toward,_,O,O,1863
developing,_,O,O,1863
social,_,O,O,1863
innovation,_,O,O,1863
.,_,O,O,1863
Specifically,_,O,O,1864
",",_,O,O,1864
it,_,O,O,1864
considers,_,O,O,1864
how,_,O,O,1864
resource,_,O,O,1864
scarcity,_,O,O,1864
and,_,O,O,1864
operating,_,O,O,1864
circumstances,_,O,O,1864
affect,_,O,O,1864
the,_,O,O,1864
capabilities,_,O,O,1864
used,_,O,O,1864
by,_,O,O,1864
HSEs,_,O,O,1864
for,_,O,O,1864
developing,_,O,O,1864
social,_,O,O,1864
innovation,_,O,O,1864
",",_,O,O,1864
using,_,O,O,1864
a,_,O,O,1864
longitudinal,_,O,,1864
case,_,O,,1864
study,_,O,,1864
approach,_,O,,1864
with,_,O,,1864
qualitative,_,O,,1864
data,_,O,,1864
from,_,O,,1864
12,_,O,,1864
hunger-relief,_,O,,1864
HSEs,_,O,,1864
operating,_,O,,1864
in,_,O,,1864
the,_,O,,1864
United,_,O,,1864
States,_,O,,1864
.,_,O,O,1864
Based,_,O,O,1865
on,_,O,O,1865
59,_,O,O,1865
interviews,_,O,O,1865
with,_,O,O,1865
31,_,O,O,1865
managers,_,O,O,1865
and,_,O,O,1865
directors,_,O,O,1865
and,_,O,O,1865
related,_,O,O,1865
documents,_,O,O,1865
",",_,O,O,1865
several,_,O,O,1865
propositions,_,O,O,1865
are,_,O,O,1865
posited,_,O,O,1865
.,_,O,O,1865
The,_,O,O,1866
findings,_,O,O,1866
suggest,_,O,O,1866
that,_,O,O,1866
resource,_,O,O,1866
availability,_,O,O,1866
(,_,O,O,1866
i.e,_,O,O,1866
.,_,O,O,1866
",",_,O,O,1866
scarcity,_,O,O,1866
vs,_,O,O,1866
.,_,O,O,1866
abundance,_,O,O,1866
),_,O,O,1866
leads,_,O,O,1866
some,_,O,O,1866
HSEs,_,O,O,1866
to,_,O,O,1866
focus,_,O,O,1866
on,_,O,O,1866
developing,_,O,O,1866
social,_,O,O,1866
innovation,_,O,O,1866
using,_,O,O,1866
their,_,O,O,1866
collaborative,_,O,O,1866
capabilities,_,O,O,1866
",",_,O,O,1866
while,_,O,O,1866
others,_,O,O,1866
leverage,_,O,O,1866
their,_,O,O,1866
absorptive,_,O,O,1866
capacity,_,O,O,1866
.,_,O,O,1866
Further,_,O,O,1867
",",_,O,O,1867
HSEs,_,O,O,1867
adjust,_,O,O,1867
their,_,O,O,1867
approach,_,O,O,1867
to,_,O,O,1867
developing,_,O,O,1867
social,_,O,O,1867
innovation,_,O,O,1867
based,_,O,O,1867
on,_,O,O,1867
whether,_,O,O,1867
they,_,O,O,1867
are,_,O,O,1867
operating,_,O,O,1867
in,_,O,O,1867
ordinary,_,O,O,1867
circumstances,_,O,O,1867
(,_,O,O,1867
i.e,_,O,O,1867
.,_,O,O,1867
",",_,O,O,1867
before,_,O,O,1867
the,_,O,O,1867
COVID,_,O,O,1867
pandemic,_,O,O,1867
),_,O,O,1867
or,_,O,O,1867
extraordinary,_,O,O,1867
ones,_,O,O,1867
(,_,O,O,1867
i.e,_,O,O,1867
.,_,O,O,1867
",",_,O,O,1867
during,_,O,O,1867
the,_,O,O,1867
COVID,_,O,O,1867
pandemic,_,O,O,1867
),_,O,O,1867
.,_,O,O,1867
Interestingly,_,O,O,1868
",",_,O,O,1868
the,_,O,O,1868
findings,_,O,O,1868
suggest,_,O,O,1868
that,_,O,O,1868
the,_,O,O,1868
organizational,_,O,O,1868
capabilities,_,O,O,1868
used,_,O,O,1868
by,_,O,O,1868
HSEs,_,O,O,1868
are,_,O,O,1868
adjusted,_,O,O,1868
as,_,O,O,1868
these,_,O,O,1868
enterprises,_,O,O,1868
become,_,O,O,1868
more,_,O,O,1868
familiar,_,O,O,1868
with,_,O,O,1868
extraordinary,_,O,O,1868
operating,_,O,O,1868
circumstances,_,O,O,1868
.,_,O,O,1868
For,_,O,O,1869
example,_,O,O,1869
",",_,O,O,1869
at,_,O,O,1869
the,_,O,O,1869
onset,_,O,O,1869
of,_,O,O,1869
the,_,O,O,1869
COVID,_,O,O,1869
-,_,O,O,1869
19,_,O,O,1869
pandemic,_,O,O,1869
",",_,O,O,1869
resource-scarce,_,O,O,1869
HSEs,_,O,O,1869
focused,_,O,O,1869
on,_,O,O,1869
parallel,_,O,O,1869
bricolage,_,O,O,1869
to,_,O,O,1869
develop,_,O,O,1869
social,_,O,O,1869
innovation,_,O,O,1869
.,_,O,O,1869
Subsequently,_,O,O,1870
",",_,O,O,1870
they,_,O,O,1870
focused,_,O,O,1870
on,_,O,O,1870
selective,_,O,O,1870
bricolage,_,O,O,1870
.,_,O,O,1870
The,_,O,O,1871
findings,_,O,O,1871
offer,_,O,O,1871
novel,_,O,O,1871
insights,_,O,O,1871
by,_,O,O,1871
relating,_,O,O,1871
the,_,O,O,1871
social,_,O,O,1871
innovation,_,O,O,1871
of,_,O,O,1871
social,_,O,O,1871
enterprises,_,O,O,1871
to,_,O,O,1871
crisis,_,O,B-THE,1871
management,_,O,I-THE,1871
.,_,O,O,1871
©,_,O,O,1871
2021,_,O,O,1871
",",_,O,O,1871
The,_,O,O,1871
Author,_,O,O,1871
(,_,O,O,1871
s,_,O,O,1871
),_,O,O,1871
",",_,O,O,1871
under,_,O,O,1871
exclusive,_,O,O,1871
licence,_,O,O,1871
to,_,O,O,1871
Springer,_,O,O,1871
Nature,_,O,O,1871
B.V,_,O,O,1871
.,_,O,O,1871
The,_,O,O,1872
current,_,O,O,1872
study,_,O,O,1872
presents,_,O,O,1872
an,_,O,O,1872
integrative,_,O,O,1872
model,_,O,O,1872
examining,_,O,O,1872
the,_,O,O,1872
double-edged,_,O,O,1872
sword,_,O,O,1872
effect,_,O,O,1872
of,_,O,O,1872
unethical,_,O,B-THE,1872
pro-organizational,_,O,I-THE,1872
behavior,_,O,I-THE,1872
(,_,O,I-THE,1872
UPB,_,O,I-THE,1872
),_,O,I-THE,1872
from,_,O,O,1872
the,_,O,O,1872
perspective,_,O,O,1872
of,_,O,O,1872
the,_,O,O,1872
actors,_,O,O,1872
.,_,O,O,1872
Drawing,_,O,O,1873
on,_,O,O,1873
the,_,O,O,1873
moral,_,O,O,1873
self-regulation,_,O,O,1873
perspective,_,O,O,1873
and,_,O,O,1873
psychological,_,O,O,1873
entitlement,_,O,O,1873
literature,_,O,O,1873
",",_,O,O,1873
we,_,O,O,1873
propose,_,O,O,1873
that,_,O,O,1873
employees,_,O,O,1873
who,_,O,O,1873
engage,_,O,O,1873
in,_,O,O,1873
UPB,_,O,O,1873
may,_,O,O,1873
experience,_,O,O,1873
an,_,O,O,1873
increase,_,O,O,1873
in,_,O,O,1873
moral,_,O,O,1873
deficits,_,O,O,1873
and,_,O,O,1873
psychological,_,O,O,1873
entitlement,_,O,O,1873
",",_,O,O,1873
resulting,_,O,O,1873
in,_,O,O,1873
increased,_,O,O,1873
organizational,_,O,B-THE,1873
citizenship,_,O,I-THE,1873
behavior,_,O,I-THE,1873
(,_,O,I-THE,1873
OCB,_,O,I-THE,1873
),_,O,I-THE,1873
and,_,O,O,1873
decreased,_,O,O,1873
work,_,O,O,1873
effort,_,O,O,1873
",",_,O,O,1873
respectively,_,O,O,1873
.,_,O,O,1873
We,_,O,O,1874
further,_,O,O,1874
propose,_,O,O,1874
that,_,O,O,1874
moral,_,O,O,1874
attentiveness,_,O,O,1874
strengthens,_,O,O,1874
the,_,O,O,1874
positive,_,O,O,1874
relationship,_,O,O,1874
between,_,O,O,1874
UPB,_,O,O,1874
and,_,O,O,1874
moral,_,O,O,1874
deficits,_,O,O,1874
but,_,O,O,1874
weakens,_,O,O,1874
the,_,O,O,1874
positive,_,O,O,1874
relationship,_,O,O,1874
between,_,O,O,1874
UPB,_,O,O,1874
and,_,O,O,1874
psychological,_,O,O,1874
entitlement,_,O,O,1874
.,_,O,O,1874
Moreover,_,O,O,1875
",",_,O,O,1875
the,_,O,O,1875
strength,_,O,O,1875
of,_,O,O,1875
the,_,O,O,1875
indirect,_,O,O,1875
effects,_,O,O,1875
of,_,O,O,1875
employee,_,O,O,1875
UPB,_,O,O,1875
on,_,O,O,1875
OCB,_,O,O,1875
and,_,O,O,1875
work,_,O,O,1875
effort,_,O,O,1875
is,_,O,O,1875
also,_,O,O,1875
contingent,_,O,O,1875
upon,_,O,O,1875
employees,_,O,O,1875
’,_,O,O,1875
moral,_,O,O,1875
attentiveness,_,O,O,1875
.,_,O,O,1875
The,_,O,O,1876
hypothesized,_,O,O,1876
moderated,_,O,O,1876
mediation,_,O,O,1876
model,_,O,O,1876
is,_,O,O,1876
supported,_,O,O,1876
by,_,O,O,1876
a,_,O,O,1876
multisource,_,O,O,1876
and,_,O,O,1876
time-lagged,_,O,O,1876
research,_,O,O,1876
design,_,O,O,1876
based,_,O,O,1876
on,_,O,O,1876
a,_,O,O,1876
sample,_,O,O,1876
of,_,O,O,1876
256,_,O,O,1876
supervisor–subordinate,_,O,O,1876
dyads,_,O,O,1876
.,_,O,O,1876
Key,_,O,O,1877
theoretical,_,O,O,1877
and,_,O,O,1877
practical,_,O,O,1877
implications,_,O,O,1877
and,_,O,O,1877
future,_,O,O,1877
research,_,O,O,1877
directions,_,O,O,1877
are,_,O,O,1877
discussed,_,O,O,1877
.,_,O,O,1877
©,_,O,O,1877
2022,_,O,O,1877
",",_,O,O,1877
The,_,O,O,1877
Author,_,O,O,1877
(,_,O,O,1877
s,_,O,O,1877
),_,O,O,1877
",",_,O,O,1877
under,_,O,O,1877
exclusive,_,O,O,1877
licence,_,O,O,1877
to,_,O,O,1877
Springer,_,O,O,1877
Nature,_,O,O,1877
B.V,_,O,O,1877
.,_,O,O,1877
In,_,O,O,1878
response,_,O,O,1878
to,_,O,O,1878
the,_,O,O,1878
growing,_,O,O,1878
importance,_,O,O,1878
of,_,O,O,1878
environmental,_,O,O,1878
issues,_,O,O,1878
",",_,O,O,1878
more,_,O,O,1878
and,_,O,O,1878
more,_,O,O,1878
consumers,_,O,O,1878
are,_,O,O,1878
turning,_,O,O,1878
to,_,O,O,1878
anti-consumption,_,O,O,1878
by,_,O,O,1878
reducing,_,O,O,1878
",",_,O,O,1878
rejecting,_,O,O,1878
",",_,O,O,1878
or,_,O,O,1878
avoiding,_,O,O,1878
consumption,_,O,O,1878
.,_,O,O,1878
Covering,_,O,O,1879
the,_,O,O,1879
intersection,_,O,O,1879
of,_,O,O,1879
sustainable,_,O,O,1879
consumption,_,O,O,1879
and,_,O,O,1879
anti-consumption,_,O,O,1879
",",_,O,O,1879
previous,_,O,O,1879
studies,_,O,O,1879
relied,_,O,O,1879
on,_,O,O,1879
socio-cognitive,_,O,O,1879
models,_,O,O,1879
to,_,O,O,1879
explain,_,O,O,1879
this,_,O,O,1879
decision,_,O,O,1879
.,_,O,O,1879
In,_,O,O,1880
order,_,O,O,1880
to,_,O,O,1880
extend,_,O,O,1880
their,_,O,O,1880
findings,_,O,O,1880
",",_,O,O,1880
we,_,O,O,1880
consider,_,O,O,1880
the,_,O,O,1880
moral,_,O,O,1880
and,_,O,O,1880
emotional,_,O,O,1880
perspectives,_,O,O,1880
to,_,O,O,1880
examine,_,O,O,1880
reducing,_,O,O,1880
consumption,_,O,O,1880
for,_,O,O,1880
environmental,_,O,O,1880
reasons,_,O,O,1880
in,_,O,O,1880
a,_,O,O,1880
particular,_,O,O,1880
context,_,O,O,1880
",",_,O,O,1880
i.e,_,O,O,1880
.,_,O,O,1880
air,_,O,O,1880
travel,_,O,O,1880
.,_,O,O,1880
It,_,O,O,1881
is,_,O,O,1881
against,_,O,O,1881
this,_,O,O,1881
backdrop,_,O,O,1881
that,_,O,O,1881
we,_,O,O,1881
propose,_,O,O,1881
a,_,O,O,1881
conceptual,_,O,O,1881
model,_,O,O,1881
that,_,O,O,1881
includes,_,O,O,1881
moral,_,O,O,1881
foundations,_,O,O,1881
as,_,O,O,1881
the,_,O,O,1881
main,_,O,O,1881
antecedent,_,O,O,1881
",",_,O,O,1881
followed,_,O,O,1881
by,_,O,O,1881
anticipated,_,O,O,1881
guilt,_,O,O,1881
and,_,O,O,1881
personal,_,O,O,1881
responsibility,_,O,O,1881
",",_,O,O,1881
while,_,O,O,1881
intention,_,O,O,1881
to,_,O,O,1881
reduce,_,O,O,1881
consumption,_,O,O,1881
(,_,O,O,1881
i.e,_,O,O,1881
.,_,O,O,1881
air,_,O,O,1881
travel,_,O,O,1881
),_,O,O,1881
for,_,O,O,1881
environmental,_,O,O,1881
reasons,_,O,O,1881
",",_,O,O,1881
positive,_,O,O,1881
word,_,O,O,1881
of,_,O,O,1881
mouth,_,O,O,1881
about,_,O,O,1881
reducing,_,O,O,1881
air,_,O,O,1881
travel,_,O,O,1881
(,_,O,O,1881
WOM,_,O,O,1881
),_,O,O,1881
and,_,O,O,1881
environmental,_,O,O,1881
activism,_,O,O,1881
represent,_,O,O,1881
the,_,O,O,1881
outcomes,_,O,O,1881
.,_,O,O,1881
The,_,O,O,1882
proposed,_,O,O,1882
model,_,O,O,1882
is,_,O,O,1882
tested,_,O,O,1882
on,_,O,O,1882
a,_,O,O,1882
sample,_,O,O,1882
of,_,O,O,1882
511,_,O,O,1882
respondents,_,O,O,1882
from,_,O,O,1882
a,_,O,O,1882
UK,_,O,O,1882
online,_,O,O,1882
consumer,_,O,O,1882
panel,_,O,O,1882
.,_,O,O,1882
Our,_,O,O,1883
results,_,O,O,1883
confirm,_,O,O,1883
the,_,O,O,1883
importance,_,O,O,1883
of,_,O,O,1883
moral,_,O,O,1883
foundations,_,O,O,1883
",",_,O,O,1883
anticipated,_,O,O,1883
guilt,_,O,O,1883
and,_,O,O,1883
personal,_,O,O,1883
responsibility,_,O,O,1883
and,_,O,O,1883
their,_,O,O,1883
interplay,_,O,O,1883
in,_,O,O,1883
the,_,O,O,1883
prediction,_,O,O,1883
of,_,O,O,1883
intention,_,O,O,1883
to,_,O,O,1883
reduce,_,O,O,1883
consumption,_,O,O,1883
for,_,O,O,1883
environmental,_,O,O,1883
reasons,_,O,O,1883
.,_,O,O,1883
Anticipated,_,O,O,1884
guilt,_,O,O,1884
influences,_,O,O,1884
WOM,_,O,O,1884
",",_,O,O,1884
while,_,O,O,1884
personal,_,O,O,1884
responsibility,_,O,O,1884
influences,_,O,O,1884
activism,_,O,O,1884
.,_,O,O,1884
In,_,O,O,1885
addition,_,O,O,1885
",",_,O,O,1885
intentions,_,O,O,1885
to,_,O,O,1885
reduce,_,O,O,1885
consumption,_,O,O,1885
for,_,O,O,1885
environmental,_,O,O,1885
reasons,_,O,O,1885
have,_,O,O,1885
a,_,O,O,1885
positive,_,O,O,1885
impact,_,O,O,1885
on,_,O,O,1885
WOM,_,O,O,1885
and,_,O,O,1885
environmental,_,O,O,1885
activism,_,O,O,1885
.,_,O,O,1885
There,_,O,O,1886
are,_,O,O,1886
several,_,O,O,1886
implications,_,O,O,1886
for,_,O,O,1886
public,_,O,O,1886
policy,_,O,O,1886
makers,_,O,O,1886
and,_,O,O,1886
NGOs,_,O,O,1886
that,_,O,O,1886
fight,_,O,O,1886
against,_,O,O,1886
climate,_,O,O,1886
change,_,O,O,1886
that,_,O,O,1886
derive,_,O,O,1886
from,_,O,O,1886
these,_,O,O,1886
findings,_,O,O,1886
",",_,O,O,1886
as,_,O,O,1886
well,_,O,O,1886
as,_,O,O,1886
research,_,O,O,1886
opportunities,_,O,O,1886
for,_,O,O,1886
academics,_,O,O,1886
interested,_,O,O,1886
in,_,O,O,1886
this,_,O,O,1886
topic,_,O,O,1886
.,_,O,O,1886
©,_,O,O,1886
2021,_,O,O,1886
",",_,O,O,1886
The,_,O,O,1886
Author,_,O,O,1886
(,_,O,O,1886
s,_,O,O,1886
),_,O,O,1886
.,_,O,O,1886
This,_,O,O,1887
research,_,O,O,1887
explores,_,O,O,1887
the,_,O,O,1887
harmful,_,O,O,1887
effects,_,O,O,1887
of,_,O,O,1887
negative,_,O,O,1887
workplace,_,O,O,1887
gossip,_,O,O,1887
(,_,O,O,1887
NWG,_,O,O,1887
),_,O,O,1887
on,_,O,O,1887
targets,_,O,O,1887
and,_,O,O,1887
organizations,_,O,O,1887
",",_,O,O,1887
including,_,O,O,1887
its,_,O,O,1887
impacts,_,O,O,1887
on,_,O,O,1887
helping,_,O,O,1887
behavior,_,O,O,1887
and,_,O,O,1887
knowledge,_,O,O,1887
hiding,_,O,O,1887
.,_,O,O,1887
The,_,O,O,1888
mediating,_,O,O,1888
role,_,O,O,1888
of,_,O,O,1888
guanxi,_,O,O,1888
closeness,_,O,O,1888
and,_,O,O,1888
the,_,O,O,1888
moderating,_,O,O,1888
role,_,O,O,1888
of,_,O,O,1888
need,_,O,O,1888
for,_,O,O,1888
affiliation,_,O,O,1888
are,_,O,O,1888
also,_,O,O,1888
examined,_,O,O,1888
.,_,O,O,1888
The,_,O,O,1889
study,_,O,O,1889
",",_,O,O,1889
based,_,O,O,1889
on,_,O,O,1889
conservation,_,O,B-THE,1889
of,_,O,I-THE,1889
resources,_,O,I-THE,1889
theory,_,O,I-THE,1889
",",_,O,O,1889
collected,_,O,O,1889
data,_,O,,1889
from,_,O,,1889
526,_,O,,1889
employees,_,O,,1889
in,_,O,,1889
the,_,O,,1889
hospitality,_,O,,1889
industry,_,O,,1889
in,_,O,,1889
China,_,O,,1889
",",_,O,O,1889
using,_,O,O,1889
a,_,O,O,1889
three-wave,_,O,O,1889
survey,_,O,O,1889
design,_,O,O,1889
.,_,O,O,1889
Hierarchical,_,O,O,1890
multiple,_,O,O,1890
regression,_,O,O,1890
analysis,_,O,O,1890
was,_,O,O,1890
employed,_,O,O,1890
to,_,O,O,1890
test,_,O,O,1890
the,_,O,O,1890
hypotheses,_,O,O,1890
.,_,O,O,1890
The,_,O,O,1891
empirical,_,O,O,1891
results,_,O,O,1891
showed,_,O,O,1891
that,_,O,O,1891
NWG,_,O,O,1891
was,_,O,O,1891
a,_,O,O,1891
strong,_,O,O,1891
predictor,_,O,O,1891
of,_,O,O,1891
reduced,_,O,O,1891
helping,_,O,O,1891
behavior,_,O,O,1891
and,_,O,O,1891
increased,_,O,O,1891
knowledge,_,O,O,1891
hiding,_,O,O,1891
;,_,O,O,1891
and,_,O,O,1891
that,_,O,O,1891
guanxi,_,O,O,1891
closeness,_,O,O,1891
mediated,_,O,O,1891
both,_,O,O,1891
the,_,O,O,1891
negative,_,O,O,1891
relationship,_,O,O,1891
between,_,O,O,1891
NWG,_,O,O,1891
and,_,O,O,1891
helping,_,O,O,1891
behavior,_,O,O,1891
",",_,O,O,1891
and,_,O,O,1891
the,_,O,O,1891
positive,_,O,O,1891
relationship,_,O,O,1891
between,_,O,O,1891
NWG,_,O,O,1891
and,_,O,O,1891
knowledge,_,O,O,1891
hiding,_,O,O,1891
.,_,O,O,1891
Additionally,_,O,O,1892
",",_,O,O,1892
need,_,O,O,1892
for,_,O,O,1892
affiliation,_,O,O,1892
was,_,O,O,1892
shown,_,O,O,1892
to,_,O,O,1892
act,_,O,O,1892
as,_,O,O,1892
a,_,O,O,1892
moderator,_,O,O,1892
between,_,O,O,1892
NWG,_,O,O,1892
and,_,O,O,1892
guanxi,_,O,O,1892
closeness,_,O,O,1892
:,_,O,O,1892
high,_,O,O,1892
need,_,O,O,1892
for,_,O,O,1892
affiliation,_,O,O,1892
amplified,_,O,O,1892
the,_,O,O,1892
negative,_,O,O,1892
impact,_,O,O,1892
of,_,O,O,1892
NWG,_,O,O,1892
on,_,O,O,1892
guanxi,_,O,O,1892
closeness,_,O,O,1892
",",_,O,O,1892
and,_,O,O,1892
then,_,O,O,1892
further,_,O,O,1892
affected,_,O,O,1892
employees,_,O,O,1892
’,_,O,O,1892
helping,_,O,O,1892
behavior,_,O,O,1892
and,_,O,O,1892
knowledge,_,O,O,1892
hiding,_,O,O,1892
.,_,O,O,1892
This,_,O,O,1893
study,_,O,O,1893
therefore,_,O,O,1893
offers,_,O,O,1893
an,_,O,O,1893
important,_,O,O,1893
new,_,O,O,1893
perspective,_,O,O,1893
for,_,O,O,1893
interpreting,_,O,O,1893
